"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 12 12:11:34 GMT 2025","Wed Mar 12 12:11:50 GMT 2025","15930","edge. Tests for the sections: Sign Up, Login","","","","","TC_002: Submission with Minimum Valid Input Values",""
"passed","Wed Mar 12 12:12:19 GMT 2025","Wed Mar 12 12:12:30 GMT 2025","10556","electron. Tests for the sections: Sign Up, Login","","","","","TC_002: Submission with Minimum Valid Input Values",""
"passed","Wed Mar 12 12:09:41 GMT 2025","Wed Mar 12 12:10:00 GMT 2025","18820","firefox. Tests for the sections: Sign Up, Login","","","","","TC_001: Successful Registration with Valid Data",""
"passed","Wed Mar 12 12:10:04 GMT 2025","Wed Mar 12 12:10:18 GMT 2025","14242","firefox. Tests for the sections: Sign Up, Login","","","","","TC_003: Should submit the form successfully with maximum valid input values",""
"passed","Wed Mar 12 12:12:46 GMT 2025","Wed Mar 12 12:12:53 GMT 2025","7446","electron. Tests for the sections: Sign Up, Login","","","","","TC_007: Should have red border color for empty required fields",""
"passed","Wed Mar 12 12:12:01 GMT 2025","Wed Mar 12 12:12:03 GMT 2025","1369","edge. Tests for the sections: Sign Up, Login","","","","","TC_007: Should have red border color for empty required fields",""
"passed","Wed Mar 12 12:10:18 GMT 2025","Wed Mar 12 12:10:22 GMT 2025","3334","firefox. Tests for the sections: Sign Up, Login","","","","","TC_004: Should submit form with different name formats",""
"passed","Wed Mar 12 12:12:41 GMT 2025","Wed Mar 12 12:12:46 GMT 2025","4357","electron. Tests for the sections: Sign Up, Login","","","","","TC_004: Should submit form with different name formats",""
"passed","Wed Mar 12 12:12:30 GMT 2025","Wed Mar 12 12:12:41 GMT 2025","11048","electron. Tests for the sections: Sign Up, Login","","","","","TC_003: Should submit the form successfully with maximum valid input values",""
"passed","Wed Mar 12 12:08:56 GMT 2025","Wed Mar 12 12:09:06 GMT 2025","9439","chrome. Tests for the sections: Sign Up, Login","","","","","TC_003: Should submit the form successfully with maximum valid input values",""
"passed","Wed Mar 12 12:10:00 GMT 2025","Wed Mar 12 12:10:03 GMT 2025","3631","firefox. Tests for the sections: Sign Up, Login","","","","","TC_002: Submission with Minimum Valid Input Values",""
"passed","Wed Mar 12 12:11:01 GMT 2025","Wed Mar 12 12:11:33 GMT 2025","32481","edge. Tests for the sections: Sign Up, Login","","","","","TC_001: Successful Registration with Valid Data",""
"passed","Wed Mar 12 12:08:43 GMT 2025","Wed Mar 12 12:08:56 GMT 2025","13121","chrome. Tests for the sections: Sign Up, Login","","","","","TC_002: Submission with Minimum Valid Input Values",""
"passed","Wed Mar 12 12:09:12 GMT 2025","Wed Mar 12 12:09:13 GMT 2025","1172","chrome. Tests for the sections: Sign Up, Login","","","","","TC_007: Should have red border color for empty required fields",""
"passed","Wed Mar 12 12:11:50 GMT 2025","Wed Mar 12 12:11:58 GMT 2025","8106","edge. Tests for the sections: Sign Up, Login","","","","","TC_003: Should submit the form successfully with maximum valid input values",""
"passed","Wed Mar 12 12:11:58 GMT 2025","Wed Mar 12 12:12:01 GMT 2025","2493","edge. Tests for the sections: Sign Up, Login","","","","","TC_004: Should submit form with different name formats",""
"passed","Wed Mar 12 12:12:10 GMT 2025","Wed Mar 12 12:12:19 GMT 2025","8755","electron. Tests for the sections: Sign Up, Login","","","","","TC_001: Successful Registration with Valid Data",""
"passed","Wed Mar 12 12:08:16 GMT 2025","Wed Mar 12 12:08:43 GMT 2025","27375","chrome. Tests for the sections: Sign Up, Login","","","","","TC_001: Successful Registration with Valid Data",""
"passed","Wed Mar 12 12:09:06 GMT 2025","Wed Mar 12 12:09:12 GMT 2025","5552","chrome. Tests for the sections: Sign Up, Login","","","","","TC_004: Should submit form with different name formats",""
"passed","Wed Mar 12 12:10:22 GMT 2025","Wed Mar 12 12:10:24 GMT 2025","1781","firefox. Tests for the sections: Sign Up, Login","","","","","TC_007: Should have red border color for empty required fields",""
